time,acc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,force,NaN,NaN,NaN,NaN,NaN
527.005,8491,10454,5182,11960,11960,11960,11960,11960,-1,1008,4128,-1,-1,-1,-1
527.998,8491,10454,5182,11960,11960,11960,11960,11960,-1,976,4128,-1,-1,-1,-1
528.980,8491,10454,5182,11960,11960,11960,11960,11960,-1,976,4112,-1,-1,-1,-1
530.749,8218,10454,5182,11960,11960,11960,11960,11960,-1,976,4112,-1,-1,-1,-1
531.017,8218,10454,5182,11960,11960,11960,11960,11960,-1,848,4112,-1,-1,-1,-1
531.292,8218,10454,5182,11960,11960,11960,11960,11960,-1,848,4128,-1,-1,-1,-1
552.589,8218,10511,5121,11960,11960,11960,11960,11960,-1,848,4128,-1,-1,-1,-1
553.111,8218,10511,5121,11960,11960,11960,11960,11960,-1,784,4128,-1,-1,-1,-1
553.640,8218,10511,5121,11960,11960,11960,11960,11960,-1,784,4112,-1,-1,-1,-1
554.233,8218,10511,5121,11960,11960,11960,11960,11960,-1,784,4112,-1,-1,-1,-1
554.459,8218,10511,5121,11960,11960,11960,11960,11960,-1,752,4112,-1,-1,-1,-1
554.781,8218,10511,5121,11960,11960,11960,11960,11960,-1,752,4112,-1,-1,-1,-1
578.662,8307,10511,5121,11960,11960,11960,11960,11960,-1,752,4112,-1,-1,-1,-1
579.378,8307,10511,5121,11960,11960,11960,11960,11960,-1,688,4112,-1,-1,-1,-1
580.384,8307,10511,5121,11960,11960,11960,11960,11960,-1,688,4112,-1,-1,-1,-1
581.953,8307,10638,5073,11960,11960,11960,11960,11960,-1,688,4112,-1,-1,-1,-1
582.451,8307,10638,5073,11960,11960,11960,11960,11960,-1,688,4112,-1,-1,-1,-1
583.025,8307,10638,5073,11960,11960,11960,11960,11960,-1,688,4096,-1,-1,-1,-1
584.157,8307,10638,5073,11960,11960,11960,11960,11960,-1,688,4096,-1,-1,-1,-1
584.412,8307,10638,5073,11960,11960,11960,11960,11960,-1,672,4096,-1,-1,-1,-1
584.752,8307,10638,5073,11960,11960,11960,11960,11960,-1,672,4112,-1,-1,-1,-1
602.856,8353,10638,5073,11960,11960,11960,11960,11960,-1,672,4112,-1,-1,-1,-1
603.143,8353,10638,5073,11960,11960,11960,11960,11960,-1,672,4112,-1,-1,-1,-1
603.406,8353,10638,5073,11960,11960,11960,11960,11960,-1,672,4096,-1,-1,-1,-1
604.022,8353,10933,4842,11960,11960,11960,11960,11960,-1,672,4096,-1,-1,-1,-1
604.272,8353,10933,4842,11960,11960,11960,11960,11960,-1,688,4096,-1,-1,-1,-1
604.544,8353,10933,4842,11960,11960,11960,11960,11960,-1,688,4096,-1,-1,-1,-1
627.309,8353,10933,4842,11960,11960,11960,11960,11960,-1,688,4096,-1,-1,-1,-1
627.596,8353,10933,4842,11960,11960,11960,11960,11960,-1,752,4096,-1,-1,-1,-1
628.002,8353,10933,4842,11960,11960,11960,11960,11960,-1,752,4096,-1,-1,-1,-1
628.645,8299,10933,4842,11960,11960,11960,11960,11960,-1,752,4096,-1,-1,-1,-1
629.009,8299,10933,4842,11960,11960,11960,11960,11960,-1,784,4096,-1,-1,-1,-1
629.298,8299,10933,4842,11960,11960,11960,11960,11960,-1,784,4080,-1,-1,-1,-1
632.612,8299,10551,4817,11960,11960,11960,11960,11960,-1,784,4080,-1,-1,-1,-1
633.143,8299,10551,4817,11960,11960,11960,11960,11960,-1,736,4080,-1,-1,-1,-1
651.935,8299,10551,4817,11960,11960,11960,11960,11960,-1,736,4080,-1,-1,-1,-1
652.611,8299,10551,4817,11960,11960,11960,11960,11960,-1,736,4080,-1,-1,-1,-1
652.899,8299,10551,4817,11960,11960,11960,11960,11960,-1,688,4080,-1,-1,-1,-1
