time,acc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,force,NaN,NaN,NaN,NaN,NaN
1321.914,7443,8783,4616,4192,4192,4192,4192,4192,-1,384,14480,-1,-1,-1,-1
1322.451,7214,8783,4616,4192,4192,4192,4192,4192,-1,384,14480,-1,-1,-1,-1
1322.669,7214,8783,4616,4192,4192,4192,4192,4192,-1,336,14480,-1,-1,-1,-1
1322.952,7214,8783,4616,4192,4192,4192,4192,4192,-1,336,14416,-1,-1,-1,-1
1323.444,7214,8321,3946,4192,4192,4192,4192,4192,-1,336,14416,-1,-1,-1,-1
1323.652,7214,8321,3946,4192,4192,4192,4192,4192,-1,368,14416,-1,-1,-1,-1
1323.929,7214,8321,3946,4192,4192,4192,4192,4192,-1,368,14448,-1,-1,-1,-1
1324.398,6731,8321,3946,4192,4192,4192,4192,4192,-1,368,14448,-1,-1,-1,-1
1324.599,6731,8321,3946,4192,4192,4192,4192,4192,-1,336,14448,-1,-1,-1,-1
1355.851,6731,8321,3946,4192,4192,4192,4192,4192,-1,336,14336,-1,-1,-1,-1
1357.580,6731,8196,2785,4192,4192,4192,4192,4192,-1,336,14336,-1,-1,-1,-1
1358.097,6731,8196,2785,4192,4192,4192,4192,4192,-1,288,14336,-1,-1,-1,-1
1358.654,6731,8196,2785,4192,4192,4192,4192,4192,-1,288,14272,-1,-1,-1,-1
1359.831,7352,8196,2785,4192,4192,4192,4192,4192,-1,288,14272,-1,-1,-1,-1
1360.323,7352,8196,2785,4192,4192,4192,4192,4192,-1,256,14272,-1,-1,-1,-1
1376.671,7352,8196,2785,4192,4192,4192,4192,4192,-1,256,14240,-1,-1,-1,-1
1379.184,7352,7812,3387,4192,4192,4192,4192,4192,-1,256,14240,-1,-1,-1,-1
1379.881,7352,7812,3387,4192,4192,4192,4192,4192,-1,240,14240,-1,-1,-1,-1
1400.418,7352,7812,3387,4192,4192,4192,4192,4192,-1,240,14208,-1,-1,-1,-1
1402.279,7412,7812,3387,4192,4192,4192,4192,4192,-1,240,14208,-1,-1,-1,-1
1402.848,7412,7812,3387,4192,4192,4192,4192,4192,-1,240,14208,-1,-1,-1,-1
1404.256,7412,7812,3387,4192,4192,4192,4192,4192,-1,240,14176,-1,-1,-1,-1
